Yorum;Kategori
Para çekebiliyorum ama para yatýrma çok sýkýntý yaþýyorum;ATM
Sisteminizin yavaþlýðý ve çökmesi yüzünden iki tane halka arzý ya kaçýrdým ya da giremedim :(;Yavaþ
Ýþlemler aðýr ilerliyor;Yavaþ
Paramatik þer iyi deðil;Kullanýþsýz
Bankanýz iðrenç bir banka;Genel Memnuniyetsizlik
"Site çok aðýr
Kullanýþlý deðil
Bir çok hizmet mobilden kullanýlamýyor";Yavaþ
Sistem çok kopuyor;Çalýþmýyor - Hata Veriyor
Eski müþterilerine yönelik kampanyalarý çok az.;Kullanýþsýz
Uygulama çok yavaþ, bazen anlamsýz kasýlmalar oluyor. Bankada çalýþan personeller Ýslami satýþ konusunda bilgi sahibi deðil. Faiz ile kar payýný ayný þey olarak görüyorlar.;Fonksiyon Eksikliði
EFT veya Havale yapmada sorun yaþýyorum;Çalýþmýyor - Hata Veriyor
"Hiçbir bankadan memnun degilim
Mecburiyetten
Kötünün iyisi diyelim";Kullanýþsýz
Transfer limitini artýrmýyor. Üstelik kendi þubemize gidip elli yýl önceki gibi kâðýt dolduruyoruz. Bayram için gittiðim yazlýktan Ýstanbula geri döndüm. Neden? Albarakada mobil bankacýlýk zayýf. Garantide lazým olunca call centerden görüntülü görüþmede iþ tamam. Baþka Albaraka þubesine de gidemeyiz, hangi þehirde olursa olsun kendi þubemize gidip geleceðiz. Ýkinci olarak da hisse senedi hesabý açmak için anlamsýz testler yapýyor. Baþka bankalardan alýp satýyorum arkadaþ bu Albarakada bir iþ yapmak mümkün deðil. Üçüncü olarak da baþka bir ilçeye taþýndým, þubemi buraya alayým dedim, alamayýz dönem sonunu bekleyin dediler. Dördüncü olarak da albaraka call centerda bir þey sorayým dediðimde 1 saat ayýrmam gerekiyor fakat sonuçta aldýðým cevap yine bilmiyoruz þubenize gidin oluyor. Vereceðim puan sýfýr;Kart
temassýz kart verilmediði için;Kart
Þifre almamýz gerekiyor alamadýk, para çekme limitini yükseltemedik;Ücret Alýnmasý
Teþekkür ederiz;Genel Memnuniyetsizlik
Bazý personelin aþýrý soðuk ifade ile ilgilenmesi;Ýlgisizlik
Aþýrý derecede aðýr giriþ oluyor;Yavaþ
Menusü biraz zor gibi diðer bankalara göre;Kullanýþsýz
"Çok eski arayüz..

Ýþlem limitlerini artturamýyoruz, yaptýðýmýz eski iþlemlerin dekontunu alamýyoruz…

Pek güven vermiyor, çaðýn çok gerisinde intibasý býrakýyor";Kart
Müþteri hizmeti sýfýr ne zaman arasam açmýyor acsada adam akýlý iþini yapmýyor Osman paþa oðlu çalýþanýný ne zmaan arasama hep islseri yokuþa sürüyor hata hesabýmý taþýmak istiyorum baþka bankaya.;Þube
Devamlý pim kodu soruyor;Yavaþ
Müþteri iliþkileri kötü, telefonla ulaþabilmek imkansýz.;Kullanýþsýz
Mobil þubeniz saðlýklý çalýþmýyor. Sýk hata veriyor.;Çalýþmýyor - Hata Veriyor
Çok kötü berbat;Kullanýþsýz
Teknik alt yapýnýz  mobil iþlemler  bankacýlýk Modernizasyonu bakýmýndan çok zayifsiniz;Fonksiyon Eksikliði
Çok fazla hata veriyor…Yeniden telefon eþleþmesi istiyor…Güncellemelerden haberimiz yok tüm iþlemler duruyor silip tekrar yüklemek gerekiyor…Bu kadar sil yükle olmaz Mobil Þubede;Çalýþmýyor - Hata Veriyor
"uygulama yavas aciliyor, giris islemi de yavas
qr kod ile doviz hesabima para yatiramiyorum";Yavaþ
Bankalarýnizda personel yetersiz. Ýþlemler aðýr yürüyor;Personel
"Bunu sizde bulabilirsiniz
Mesela enpara kullanýyorum
Bý inceleyin isterseniz farký kendiniz göreceksiniz.";Kullanýþsýz
Mobil bankacýlýðý kullanýmda sistem çok yavaþ hareket ediyor iþlemleri yapmakda zorlanýyoruz;Yavaþ
Prosodur çok fazla ve faiz kurumlarý sizden daha az dudukluyor el insaf;Bürokrasi
Çok sýk siteye giriþte sorun oluyor;Çalýþmýyor - Hata Veriyor
Telefon bankaciligi uygulamaniz cok yavas ve karisik yatirimlar dahilinde personeliniz cok ilgisiz;Yavaþ
Uygulamanýz stabil deðil ve çok demode;Kullanýþsýz
Mobil bankacilik cok kasiyo genelde bazen giris zor oluyo daha pratik ve hizli olabilir bence degismesi lazim;Yavaþ
Sürekli hata veriyor ve iþlemler gecikmeli gözüküyor;Çalýþmýyor - Hata Veriyor
Açýlmýyor bazen sürekli donma yapýyor iþlem hatasý veriyor;Çalýþmýyor - Hata Veriyor
atm   ????? ???? ???;ATM
Çok fazla imkan fýrsat olmadýðýndan. Kullaným alaný dar bankanýn ATM si bile az.;Kullanýþsýz
Yavaþ;Yavaþ
Yurt dýþýndan gelen ihracat bedelleri için alýnan ücretin % 2000 arttýrýlmasý ve bu önemli bildirimin þirketin resmi mail adresine deðil de bu genel SMS kanalýndan bildirilmesi. Merak edip diðer bankalara sordum hiç biri sizin kadar çýlgýn bir ücret talep etmiyor.;Genel Memnuniyetsizlik
Çok zayýf. Giriþlerde hep sorun yaþýyorum Uygulama kullaným esnasýnda hizmetlere ulaþým çok karýþýk ve yetersiz;Çalýþmýyor - Hata Veriyor
Þu ilgi alaka yok sorgu yok ulaþým yok ulaþamamazlýk var sigorta poliçesine dahi soracaðýmýz bir merceði bulamýyoruz konuþamýyoruz;Ýlgisizlik
Mobil kullaným zor;Kullanýþsýz
bankanizdan tam hizmet alamaktayim;Genel Memnuniyetsizlik
Para transfer limiti düþüktür;Para Transfer Limiti Düþük
Menü kullanýmlarý beni zorluyor. Örneðin anýnda havale seçeneði ile alýþveriþ yapmak istediðimde... .. Görsel arayüz da biraz demode duruyor.;Kullanýþsýz
Kredi kartýnýn hiç bir kampanya sindan faydalanamiyorum kampanya bitti neredeyse daha yeni mesajý geliyorum ????????;Kart
Sistem çok yavaþ, geç açýlýyor. Bazen düþük miktardaki eft de bile doðrulama için þifre istiyor. Uygulama Geliþtirilmeli;Yavaþ
Uygulamanýn sýkýntýlar çok;Çalýþmýyor - Hata Veriyor
Sýk sýk iþlem yaparken hata mesajý vermesi;Çalýþmýyor - Hata Veriyor
Sistem kilitleniyor ve iþlem baþarýz teyit eft yine yapýyor;Çalýþmýyor - Hata Veriyor
Bunu daha öncede belirtmiþtim,bir kaç bankanýn uygulamasýný kullanýyorum.Hiç birinde gerek ön,gerekse ara yüzlerde çok gecikmeler söz konusu, zaman kaybý,dikkate alacaðýnýzý umut ederim.Saygýlar.;Yavaþ
"Mobil þubeden bireysel kredi kartlarýný kendimiz artýrým talebin bulunabilmeliyiz 
Teþekkürler";Fonksiyon Eksikliði
Acil durumda sisteminiz týkanýyor çalýþmýyor havale yapýlmýyor;Çalýþmýyor - Hata Veriyor
"Bir sürü hatalar var. Ayrýca çok aðýr açýlýyor.. En kritik anda EFT yaparken hata verebiliyor ve ""baþka bir zaman tekrar deneyiniz"" diyor. Kullanýcý deneyimi ve ""user friendly"" kullanýmý açýsýndan çok zayýf. Orada da çok hatalar var.. Mobil þube Albaraka inhouse ürünü olarak çýkalý seneler oldu. Ama inanýlmaz bir aðýrlýkla ilerliyor.. Albaraka'nýn inanýlmaz kalabalýk bir ekibi var bunu kontrol eden ama ne iþ yapýyor diye sorasý geliyor   insanýn. Ekran görüntüleri ve hata mesajlarý ile birlikte düzinelerce hata bildirdim. Hâlâ bir sürü hatalar var. Artýk yoruldum. Ýlerleme çok aðýr. Bence sorun, bu iþleri mükemmel yapabilecek insan kaynaklarýný Albaraka seçemiyor.";Çalýþmýyor - Hata Veriyor
"Altýn alýmý satýmýndaki makas çok açýk. 
Ýlk altýn hesabý için geldik. Ama piþmaným.
Ýlk geldiðimizde piyasa ile eþdeðer bir durumunuz vardý.
%15 gibi bir farkla alým satým yapýyorsunuz. 
O yüzden özellikle yatýrým hesabý için sizi tavsiye edemem. Ama diðer bankacýlýk iþlemlerinde standart hizmet verdiðiniz için 5 puan verdim";Kur Marjý
Çok kötü diðer banka mobilerine göre berbat inanýn bu kadar kötü olabilir;Kullanýþsýz
Yýllar sizden altýn alýp satardým makasý iyice açtýnýz zararým büyük hiç devlet politikasý falan demeyin herþeyin farkýndayýz Muþ Albaraka zahmet edip bir telefonu bile açmadý 20 kez aradým en kýsa zamanda mutlaka tamamen ayrýlacaðým;Kur Marjý
Kýzýltepe de þube yok bankamatik yok;ATM
Sistemleriniz çok kötü iþlem yapýlmýyor geliþtirilmesi gerekiyor;Çalýþmýyor - Hata Veriyor
"Kredi karti talep ediyorum bankaya basvurun deniyor 
Diger bankalar hemen onayliyor";Kart
Para çekme makineleri olmadýðý için;ATM Sayýsý Yetersiz
Para gönderdim gitmedi diye mesaj geldi ama para gitmiþti;Çalýþmýyor - Hata Veriyor
Al Baraka bir Ýslami banka ve bu nedenle arkadaþlarýma tavsiye ediyorum ama yaygýn þubeleri veya çok sayýda ATM'si yok ve bu nedenle onunla uðraþmak biraz zor.;ATM Sayýsý Yetersiz
Hiç iyi bir banka deðil kredi Kartý baþvurusu 10 gün sürer mi bu nasýl bir banka;Kart
Hoþ geldin. Kredi kartý limit yükseltmek için birden fazla þubeye gittim ama faydasýný görmedim.;Kart
Þube deðiþtirme,iþlem limitleri,þubelere telefon ile eriþim direk mobil ayrýcalýðý olmalý;Fonksiyon Eksikliði
Kart baþvurusu vs internet bankacýlýðýnýz üzerinden yapýlmýyor;Kart
Ýþlem yetersizliði;Fonksiyon Eksikliði
Genel olarak Al Baraka Bank fena deðil ama hiçbir yerde ATM yok ve aboneler için bu zor oluyor.Bunun dýþýnda Baraka Mobil çok arýza veriyor ve ATM de çoðu zaman bozuluyor.Bu nedenle bu dereceden daha deðerli deðil, bu sorunlarý çözmeyi umuyoruz;Çalýþmýyor - Hata Veriyor
Çoðu zaman aðýr çalýþýyor;Yavaþ
Her zaman para gönderememek;Çalýþmýyor - Hata Veriyor
Hýzlý döviz iþlemleri maximum anormal þekilde deðiþiklik gösteriyor. Belli bir kriter belli bir aralýk yok. Bunu anlamak gerçekten zor. Daha önce verilen bilgilere göre alým yaptým daha sonrasýnda neyle karþýlaþacaðýmý bilmiyorum belirsizlik ve tutarsýzlýklar çok fazla bu nedenden ötürü;Çalýþmýyor - Hata Veriyor
Her yerde deðiþim cihazlarýnýn olmamasý. Diðer bankalar gibi;Genel Memnuniyetsizlik
Kur korumalý hesap hakkýnda verilen bilgiyle yapýlan iþlemler farklý beni 17.30 da ararsanýz sevinirim;Fonksiyon Eksikliði
O kadar cok prosedur varki;Yavaþ
Arayüzü çok kullanýþsýz ve kaba. Kazýk gibi .;Kullanýþsýz
Kötü;Kullanýþsýz
sýkýntý yok allaha þükür;Genel Memnuniyetsizlik
Eh idare eder;Genel Memnuniyetsizlik
Mobil bankacýlýkta yaþadýðým sorunlardan dolayý;Çalýþmýyor - Hata Veriyor
Allah senden razý olsun ve Allah seni mükafatlandýrsýn;Çalýþmýyor - Hata Veriyor
Bir sürü sýkýntý yaþýyorum;Çalýþmýyor - Hata Veriyor
Albaraka eski Albaraka deðil uygun bir banka bulup deðiþtireceðim.. Maalesef özellikle müþterisi oldum Maltepe þubesinden hiç memnun deðilim.. Defalarca da bu memnuniyetsizliðimizi dile getirmiþ olmamýza raðmen hiçbir geliþme olmadý üzülerek söylüyorum ki yýllardýr çalýþtýðýmýz bankayý artýk deðiþtirmemiz gerekiyor;Kullanýþsýz
iþlemleri hýz okmasý;Yavaþ
Her yerde para çekme makinesi yok;ATM
ATM sayýsý yetersiz ve az;ATM
iyi;Ýyi
Rakiplerinize göre eksikleriniz var;Fonksiyon Eksikliði
Mobil þube üzerinden taksit iþlemleri takip edilençmiyor;Fonksiyon Eksikliði
Hiçbir þey doðru deðil;Kullanýþsýz
Sisteme girmek yeri geliyor çoðunlukla para göndermeye çalýþmak büyük bir sýkýntý çoðu zaman hata veriyor;Çalýþmýyor - Hata Veriyor
Mobil banka sürekli donuyor ve iþlem yaptýrmýyor Albaraka mobil daha çok daha güzel olabilir;Çalýþmýyor - Hata Veriyor
internetten bir þey alamýyorum kart bana fayda saðlamýyor kredi kartý almak istiyorum;Kart
Altýnýmý çekmek için Baðlar yeldez teyp þubesine gittim hiçbir þey alamadým almak istediðim gram baþýna 24 lira istediler 20 gün sonra tekrar gelin dediler altýn varsa veririz Olmazsa, o gelene kadar beklersiniz ve Dolar veya Altýn Satmak için büyük bir fark koyarlar.;Çalýþmýyor - Hata Veriyor
Zanným bu puan aralýðýný hak ediyor gibi.;Genel Memnuniyetsizlik
Çok yavaþ ve çoðu hizmet verilmiyor;Yavaþ
"Sizden hesap açtým döviz altýn gümüþ almak için ama makaslar çok fazla
Hesabýmý kapatmayý düþünüyorum";Kur Marjý
Maalesef en kötü banka özellikle Esenyurt þubesi karakoldaymýþsýnýz gibi hissettiriyor.;Kullanýþsýz
Yaklaþýk bir aydýr çok sorun yaþýyorum tekrar tekrar gir çýk yapiyorum çok sorun yaþýyor um;Çalýþmýyor - Hata Veriyor
Kredi vermeyen düþük puan veririm.;Kart
Bir iþlemi 6sefer denedim ve her seferinde Hata olustu;Çalýþmýyor - Hata Veriyor
Dolar alamiyordum dun;Genel Memnuniyetsizlik
Aðýr aksak, katýlým bankalarý içerisinde iþlemlerin en yavaþ olduðu uygulama sizlere ait. Gerçekten bu anketleri deðerlendirip çözüm sunuyor musunuz?;Yavaþ
Hisse senedi alým satýmýnda bir iþe yaramýyor ne aldýðýmý ne sattigimin farkýndayým hiç bir hissemi istediðim fiyattan satamadim ayrýca komisyon oraný çok yuksek;Kur Marjý
Denizli iki þubede hizmet alamadým;Genel Memnuniyetsizlik
Defalarca aradým, derdimi anlattým, birden fazla departmana gittim ama yurt dýþý transfer sorunu konusunda bana yardýmcý olmadýlar.;Kullanýþsýz
Bazen bir miktar parayý transfer edemiyorum;Çalýþmýyor - Hata Veriyor
Yavaþ ve donuyor iþlem çeþitliliði hiç yok;Yavaþ
Neye baþvuru yapsam beni en yakýn þubeye yönlendiriyor;Çalýþmýyor - Hata Veriyor
Ýðrenç bi banka mobil uygulama aþýrý ama aþýrý kötü…;Kullanýþsýz
Uygulama kullanýþlý deðil;Kullanýþsýz
Bankada yüklü hesabým olmasýna raðmen tatile çýkarken kredi kartýmýn limit yükselmesine talep ettim bana yarýn olur dedi ve bir hafta geçti hala yükselmedi hesaplarýmý baþka bankaya kaydýracaðim hiç memnun deðilim lakayýt bir banka;Kart
uygulama yavaþ;Yavaþ
ATM'lerin ihtiyacým olduðu zaman yetmediðini, ulaþýma gitmek zorunda kaldýðýmý ve bazen ihtiyaç duyduðumda zaman kaybettiðimi ve makineye ulaþamadýðýmý ve burada þikayete kimsenin cevap vermediðini defalarca dile getirdim. geri kalan þeyler iyi ama oðlum için bir banka hesabý almakta zorluk var lütfen bana yardýmcý olun konu;Fonksiyon Eksikliði
Kredi kartlarýna taksit yapmýyosunuz birde bonus vermiyosunuz;Kart
Ýnternet hýzý çok yavaþ;Yavaþ
ATM çok az vede ücret kesiyor;ATM
Her borsa þehrinde atm yok sadece 3-4 tane ve bu bankanýn en kötü yaný bu 10 üzerinden 10 verirdim ama bu sorun da öyle bir durum atm vardý evimin yakýnýndaki kumbara kaldýrýldý neden;ATM
iyi;Ýyi
Paramý ödeme yapmýyorsunuz paramý kurtarýp alabilmek için baþka bankaya eft yapmak zorunda kalýyorum 41 usd masraf alýyorsunuz bide þubede Adem bey adýnda iþleri zorlaþtýran garip bir çalýþanýnýz var bu kadar maðduriyete raðmen memnun olmamý bekleyemezsiniz;Yavaþ
Yenilikçi deðil ve devamlý sorun yaþýyorum en kýsa sürede hesaplarýmý aktaracaðým;Çalýþmýyor - Hata Veriyor
Cok agir çaliþiyor;Yavaþ
Uygulama diðer bankalara göre yavaþ;Yavaþ
Berbat;Kullanýþsýz
TL yükleme bimcell uygulama yok;Fonksiyon Eksikliði
Uygulama yavaþ;Yavaþ
Geç açýlýyor ve yavaþ ilerliyor resmi kurum  ödemeleri eklenirse  çok iyi olur bide çýkýþ yapmýyor;Yavaþ
2 defa farklý günlerde saat 16  17 arasý eft yapmak için saatlerce bekledim;Kullanýþsýz
Diðer banka aplikasyonlarýna göre çok daha yavaþ ve problemli.;Yavaþ
Pek çok neden var, bunlardan ilki belirli bir hedefe ulaþmanýn zorluðu.;Kullanýþsýz
Baþlarda çok iyiydi þimdi dolar baþka bankaya geçmiyor dolardan liraya geçmiyor.;Yavaþ
Gecikme, banka kartýmý kaybettim ve kaç gündür sizinle iletiþime geçtim ve þu ana kadar almadým ve kredi kartýmdan da bununla ilgili bir haber gelmedi.;Kart
Yaptýðým iþlem açýklayýcý bir bilgiye sahip deðil ayrýca baya karmaþýk;Kullanýþsýz
Ýþlem yavaþ ekran donuyor iþlem gerçekleþmedi diyor müþteri hizmetlerine ulasilmiyor;Yavaþ
Yatýrým hesabýndaki iþleyiþ menünün kullanýmý çok aþýrý derecede berbat biraz Ziraat yatýrým gibi bankalara bakarak örnek alabilirsiniz ilk defa kullanýyorum ama gerçekten çok rezalet bir program iþleyiþi var menülerin giriþi çýkýþý geri dönmesi ana menü hepsi sýkýntýlý kolay deðil.;Yavaþ
Diðer bankalara kýyasla çok aðýr ve yavaþ hizmet;Yavaþ
Çok kasýyor;Yavaþ
Aramalar cevaplanmýyor kesinlikle;Ýlgisizlik
Çok yavaþ çalýþýyor;Yavaþ
Çünkü ihtiyacýmý uzun süre aktifleþtiremedim ve çok zamanýmý ve telefonumu aldý.;Çalýþmýyor - Hata Veriyor
Þubelerde hizmet ortalama kalitede;Ýlgisizlik
Döviz kuru makasýnýz çok yüksek olduðu için;Kur Marjý
Ticari hesaplarýmýz da anlýk FAST iþlemi gerçekleþmemektedir;Fonksiyon Eksikliði
Uygulama yavaþ ve Arapça'yý tam olarak desteklemiyor;Kullanýþsýz
"Uygulama yavaþ iþlemektedir
Son iþlemler üzerinden tekrar iþlem yapýlamamaktadýr özellikle fatura ödeme yapmak için
Hýzlý iþlemlerde para transferi yapmak için ileri tarihli iþlem yapýlamamaktadýr bazý transferler için
Uygulama daha pratik olabilir bu konuda kuveyttürk daha iyi diyebilirim";Yavaþ
Çözüm üretememesi;Ýlgisizlik
Her aradýðýmda hiç kimse cevap vermiyor açmýyorlar telefonu puaný 0;Ýlgisizlik
Çok yavaþ islem yapiyor ya da yapmýyor programdan atýyor hic memnun degilim;Yavaþ
Takas ve emanet çek listesi yok;Fonksiyon Eksikliði
Uygulamanýz berbat. Bir iþlem yaptýktan sonra telefonun geri tuþuna basýnca uygulamadan çýkýþ yapmýyor. Ýþlemler ve ana sayfa butonlarýna bastýktan sonra çýkýþ yapýyorum. Sonrasýnda tekrar geri butonuna basýyorum ama ekrandan uygulama gitmiyor. Alt uygulamalarý kapatarak uygulamadan ancak çýkabiliyorum;Çalýþmýyor - Hata Veriyor
Mobil uygulamada cok sýk olarak bir hata oluþtu sorunu ile karsýlasýyorum hatayý bir kez verdi mi 5-10 dk uygulamayý kullanmak mümkün olmuyor;Çalýþmýyor - Hata Veriyor
Çok yavaþ çalýþýyor;Yavaþ
Kredi kartý tavaný yanýt vermeden birkaç kez talep edildi;Kredi Kartý
Þube yok;Þube Sayýsý Yetersiz
Zaman zaman uzun bekleme ve çalýþan tedavisi;Yavaþ
Yavaþ çalýþmasý;Yavaþ
Qr kod ile para çekme iþlemi yapamýyorum. (Konum açýk olduðu halde ) Ptt matik sürekli kartýmý yutuyor. ( konya , Sarayönü Ptt matik sürekli );QR
Mobil uygulamaniza çok geç ulasilabiliyor bir da çok asamali bunun dýþýnda memnunuz;Yavaþ
"Mobil bank menüsündeyken internet yok ya da baþka bir uyarý ile atýyor. Bunu çok ca yaþadým. Tamamen býrakmak istediðim anlar oldu
Tam iþlem yapmam gerekiyor giriþ yapmýyor ekran donuyor vs
Bankayý býrakmak istemediðim için (þirketim dahil) yinede devam ediyorum";Çalýþmýyor - Hata Veriyor
Uygulama iþlevsel olarak zayýf;Kullanýþsýz
Çünkü nimetin kalýnlýðý çok az;Kullanýþsýz
Daha sade bir uygulama olsa iyi olur;Kullanýþsýz
Uygulama düzgün çalýþmýyor bile hiç kendiniz de mi kullanmýyorsunuz? Sürekli hata verir çýk gir yapmak zorunda kalýyoruz bazen þifre kabul etmez uygulamayý kapatýp açýyoruz gerçekten rezil bir uygulama. Senelerdir düzelteceksiniz diye bekliyoruz azcýk paraya kýyýnda düzgün bir uygulama yapýn!;Çalýþmýyor - Hata Veriyor
Kuveyt Kuveyt Bankasý'nýn listeleri mobil þubede daha iyidir ve internet þubesinde dolar döviz kuruna ek olarak çok daha iyidir, özellikle de yüz binlerce dolarý boþaltmam ve gayrimenkul ticaretinde çalýþýrken onlarý yeniden almam gerekiyor ve dolar satmak ve satýn almalýyým;Kur Marjý
Hizmetleri çok azdýr;Fonksiyon Eksikliði
Bazen program cevap vermez;Çalýþmýyor - Hata Veriyor
banka kartýnda temassýz yok;Kredi Kartý
Berbat ötesi, yatýrým  fonunuz görünmez, eft yapmak isterseniz hata verir, kýsaca güvenilmez bir uygulama, yetkilisine bizzat ifade ettim.;Çalýþmýyor - Hata Veriyor
Þube servisi çok kötüdür ve bazen müþterilere saygý yoktur, özel nedenlerle çaðýrýr, daha ziyade kimse cevap vermez.;Þube
Diðer bankalara göre geri kaliyor;Fonksiyon Eksikliði
Geçen gün Pursaklar þubeden 169 Gr altýn bozdum altýn piyasada 175 ile hýzlý islemlerde 1460 iken þubeden 1465 e bozdum bozdurdugum vakit piyasada 1480 idi kaç TL  mi kesti  hakkýmý helal etmiyorum böyle Müslümanlýk olmaz benim için Albaraka bitmiþtir .;Þube
Yavaþ uygulama - rutin - esneklik yok;Yavaþ
Süreçte karmaþýk honk;Kullanýþsýz
Pempe hamurcu bakkal iþletmesiyim sizin pos cihazý kullanýyorum kredi kartý veremediniz kaç yýl oldu sebebi nedir;Kredi Kartý
Çaðrý merkezine ulaþma süresi çok uzun;Çaðrý Merkezi
Ýþinize gelmeyen iþlemlere kýsýtlama getiriyosunuz 400 ödememiz var 400 euro bozdurma islemi yapqcaz 3 gündür iþlem yaptirmiyosunuz;Doviz Ýþlemleri
Uygulama sürekli kasýyor, donuyor, bi iþlem için dakikalarca uðraþmak gerekebiliyor, telefon eski de deðil ve sadece sizin uygulamanýzda bu oluyor, ayný þekilde abimde de ayný sýkýntý var onda da iphone var ayni problemler onda da oluyor, yapikredi veya kuveyt gibi kullanýþlý bi uygulama yaparsýnýz umarým;Yavaþ
Yavaþ;Yavaþ
Kullanim esnasinda donma oluyor;Çalýþmýyor - Hata Veriyor
Telefonlara cevap verilmiyor . 20 aramanýn birine cevap veriyorlar;Çaðrý Merkezi
Mahallelerde ATM eksikliði;ATM Sayýsý Yetersiz
Çok kýsa sürede sonlandýrýyor donuyor girerken bazen açýlmýyor bence hoþ deðil bu yüzden otomatik ödeme talimatlarýný baþka bankaya vereceðim;Çalýþmýyor - Hata Veriyor
Çok yavaþ;Yavaþ
Ýlgi alaka yok;Ýlgisizlik
mobil uygulamalarda fazlasayýda iþlemler baþarýsýz oluyor tekrar tekrar iþlem yapýyor yada daha sonra yapýlýyor;Çalýþmýyor - Hata Veriyor
Uygulama herþey çok zor yapýyor, tek bir kartým var izin iþlem vb bir þey yapacaðýmda tekrar kart seçtiriyor. Para göndereceksin tüm bakiye gönder seçeneði yok, para gönderme aþamasýnda tek hesapta para var yine hesap seçtiriyor, para göndermede iban tr yazýyor bazý bankalardan ya da baþka kiþilerden iban geldiðin de tr ile baþlýyor yapýþtýr dediðinde çift tr oluyor, daha bir sürü þey sayabilirim;Kullanýþsýz
Daha fazla tesise ihtiyacý var;Þube Sayýsý Yetersiz
I have a money in my card but I can not use it as I want, this is not fine at all;Kart
Þirketlerde FAST yok ve uygulama çöküyor;Çalýþmýyor - Hata Veriyor
Çaðrý merkezi elemanlarý ile görüþtüðüm de üç defa görüþtüm üçüde ayrý bilgi verdi ayný konuda elemanlar bilgisiz çözüm odaklý deðil;Çaðrý Merkezi
Kullaným çok kolay deðil ve bir çok iþlem yetersiz;Kullanýþsýz
Uygulamanýz çok kötü, kullanýrken sürekli anlamsýz hata mesajý veriyor.  KULLANICI DOSTU DEÐÝL KESÝNLÝKLE;Çalýþmýyor - Hata Veriyor
Mobil uygulamanýn yoðun saatlerde hata vermesi;Çalýþmýyor - Hata Veriyor
Sürekli mobil þube uygulamasýna girerken sorun yaþaýyoruz hiç geliþtirenediniz o kadar mobil app kullanýyorum sizinki kadar kötü olanýna denk gelmedim;Çalýþmýyor - Hata Veriyor
Midyat ilçesinde niye para çekme bankamatiðiniz yok size ait tüm müþteriler þikayet çidir;ATM Yok
Uygulamada bazý güncellemeler eksik;Fonksiyon Eksikliði
Banka verdiði sözde durmuyor;Kampanyadan yararlanamadým
Çok yavaþ, kullanýcý arayüzü zayýf iþlem çeþitliþiði az ve yatýrým iþlemlerinde bazen sorunlar oluyor.;Yavaþ
Ýnternet þubesi çok fazla hata veriyor. Hatta en son bu sabah hata verdi. Gelen mesaj: status 500 reading…;Çalýþmýyor - Hata Veriyor
Çok yavaþ;Yavaþ
"Sonuçta banka 
Hepsinin sistemi ayný
Sadece isimleri deðiþik";Genel Memnuniyetsizlik
Açýlýrken donuyor, para gönderirken sürekli hataya düþüyor ödeme yaparken de öyle;Çalýþmýyor - Hata Veriyor
Çok yavaþ .. mobil  biraz yatýrým þart  diðer  bankalar daha hýzlý  cep  telefonunuzdaki  bankalara bakabilirsiniz;Yavaþ
Mobil uygulama çok geç açýlýyor;Yavaþ
Yeterli olsa 9.10 verirdik. Bu sizin iþiniz acaba nerede neleri eksik yapýyoruz acaba diye kendiniz bulacaksýnýz.;Genel Memnuniyetsizlik
Diyanet iþleri baþkanlýðý gibi büyük bir kurum personellerine zamanýnda verdiðiniz promosyon çok yetersizdi ve bu duzeltilmedi;Promosyon yetersiz
Ýstediðim ürünü alamýyorum çok ilgisizler;Ýlgisizlik
Makas aralýklarýndan dolayý para kazandýrmýyorsunuz. Gümüþte orantýsýz bir makas aralýðý var. Makas aralýklarýnýn makul seviyeye gelmesini bekliyorum gelmezse Albaraka müþterisi olmayacaðým.;Kur Marjý
"Çünkü siz çooook yavaþlý çalýþýyorsunuz 
O zaman kredi kartý limiti yükseltmek için iki ay sürer mi ve en önemli olan fýndýkzade þübemize gittik hiç ilgilenmiyorlar ve yardýmcý olmuyorlar";Yavaþ
Giriþ yaparken ayrý sýkýntý iþlem yaparken ayrý sýkýntý yatýrým iþlemlerimi 50 saatte yapamýyorum lanet olasý bir uygulama gerçekten kusura bakmayýn ama sövüyorum her gün uygulamaya;Çalýþmýyor - Hata Veriyor
Memnun deðilim çok yavaþ ve sorunlu çalýþýyor;Yavaþ
Yeterli zengin içerik yok;Fonksiyon Eksikliði
Mobil uygulama dan cikilmiyor;Çalýþmýyor - Hata Veriyor
Sistem olarak diðer bankalarý örnek alýp Albaraka online þubesine Entegre etmeniz diðer bankalardan geri kalmamanýz dileðiyle;Kullanýþsýz
Ýnternet sitesi iðrenç derecede aðýr bu yüzden kac kere bankayý býrakmayý düþünüyorum;Yavaþ
Çok  maðdur  ediliyoruz;Genel Memnuniyetsizlik
Çok yavaþ. Diðer bankacýlýk Uygulamalarý ile kýyaslandýðýnda.;Yavaþ
"Hiç bir iþ pratik deðil. Herþey diðer bankalara göre daha zor. 
Basit bir HGS için bile bankaya gitmek gerekiyor. 
Diðer bankalarda mobil uygulama üzerinden satýn almak mümkün. 
Günlük EFT limiti çok düþük. Yükseltmek için yine bankaya gitmek gerekiyor. Diðer bankalarda uygulama üzerinden yükseltiliyor. 
Mobil uygulamanýz kullanýþlý deðil. 
Bankamatiklerinizde QR kodu okutmak zor, diðer bankalara göre hiç seri deðil.";Kullanýþsýz
Þubelerde yeterli bilgi alamamak;Þubeye Ulaþamýyorum
